2246;ME ERES INFIEL;SILVANA;BALADA
2296;VOLVER A COMENZAR;SILVANA;BALADA
3331;LA OTRA;SILVANA;BALADA
803;ME MUERO POR ESTAR CONTIGO;SILVANA DI LORENZO;BALADA
1193;LOCURAS TENGO POR TI;SILVANA DI LORENZO;BALADA
1671;CUANDO ESTOY EN TUS BRAZOS;SILVANA DI LORENZO;BALADA
1729;Y BASTA DE PROMESAS;SILVANA DI LORENZO;BALADA
2006;QUE PASA ENTRE LOS DOS;SILVANA DI LORENZO;BALADA
2469;PALABRAS PALABRAS;SILVANA DI LORENZO;BALADA
5003;AMOR QUE TE QUIERO TANTO;SILVANA DI LORENZO;BALADA
1405;LA COLEGIALA;SILVESTRE DANGON;VALLENATO
5600;UN AMOR VERDADERO;SILVESTRE DANGOND;VALLENATO
5606;ASI NO SIRVE;SILVESTRE DANGOND;VALLENATO
5777;LA DIFUNTA;SILVESTRE DANGOND;VALLENATO
6021;LOCO PARANOICO;SILVESTRE DANGOND;VALLENATO
5626;LA GRINGA;SILVESTRE DANGOND & JUANCHO DE LA ESPRIELLA;VALLENATO
7380;CASATE CONMIGO;SILVESTRE DANGOND NICKY JAM;VALLENATON
354;OJALA;SILVIO RODRIGUEZ;TROVA
3118;LA MASA;SILVIO RODRIGUEZ;PROTESTA
3129;PLAYA GIRON;SILVIO RODRIGUEZ;BALADA
3170;LA GAVIOTA;SILVIO RODRIGUEZ;TROVA
3237;POR QUIEN MERECE AMOR;SILVIO RODRIGUEZ;BALADA
3294;SUE�O CON SERPIENTES;SILVIO RODRIGUEZ;BALADA
3296;TE DOY UNA CANCION;SILVIO RODRIGUEZ;BALADA
3376;MI UNICORNIO AZUL;SILVIO RODRIGUEZ;BALADA
4937;QUIEN FUERA;SILVIO RODRIGUEZ;BALADA
4960;ANGEL PARA UN FINAL;SILVIO RODRIGUEZ;BALADA
5100;Y NADA MAS;SILVIO RODRIGUEZ;BALADA
6652;EL DULCE ABISMO;SILVIO RODRIGUEZ;TROVA
83;UNO, DOS, TRES;SIMBOLO;MERENGUE
1852;THE SOUNDS OF SILENCE;SIMON & GARFUNKEL;BALADA INGLES
1271;CABALLO VIEJO;SIMON DIAZ;SALSA
6209;DON'T YOU (FORGET ABOUT ME);SIMPLE MINDS;BALADA INGLES
959;MIENTES TAN BIEN;SIN BANDERA;BALADA
976;KILOMETROS;SIN BANDERA;BALADA
981;ENTRA EN MI VIDA;SIN BANDERA;BALADA
1598;Y LLEGASTE TU;SIN BANDERA;BALADA
1599;SIRENA;SIN BANDERA;POP
1606;CONTIGO;SIN BANDERA;BALADA
1660;QUE LLORO;SIN BANDERA;BALADA
1698;NO PUEDO TENERTE;SIN BANDERA;BALADA
2488;SUELTA MI MANO;SIN BANDERA;BALADA
2568;QUE ME ALCANCE LA VIDA;SIN BANDERA;BALADA
4407;AMOR REAL;SIN BANDERA;BALADA
4494;TE VI VENR;SIN BANDERA;BALADA
5243;VES;SIN BANDERA;BALADA
6429;SI TU NO ESTAS AQUI;SIN BANDERA;BALADA
292;EL AMOR NO ES ASI;SIN ROSTROS;CUMBIA
6280;KISS ME;SIXPENCE NONE THE RICHER;POP
7181;KISS ME;SIXPENCE NONE THE RICHER;BALADA  GOSPEL
1512;NO PIDO REVANCHA;SKALA;CUMBIA
1517;REGGAETON CON CUMBIA;SKALA;CUMBIA
1524;VAGABUNDO Y BORRACHO;SKALA;CUMBIA
5171;EL GATO LOPEZ;SKA-P;ROCK
6270;I REMEMBER YOU;SKID ROW;ROCK
5175;EL VALS DEL OBRERO;SK-P;ROCK
192;CUANDO PASE EL TEMBLOR;SODA STEREO;ROCK LATINO
223;DE MUSICA LIGERA;SODA STEREO;ROCK LATINO
1506;ELLA USO MI CABEZA COMO UN REVOLVER;SODA STEREO;ROCK LATINO
1507;ENTRE CANIBALES;SODA STEREO;ROCK LATINO
1510;LA CIUDAD DE LA FURIA;SODA STEREO;ROCK LATINO
3635;PERSIANA AMERICANA;SODA STEREO;ROCK
3637;PROFUGOS;SODA STEREO;ROCK
4194;TRATAME SUAVEMENTE;SODA STEREO;ROCK
5261;CAE EL SOL;SODA STEREO;ROCK
5462;SIGNOS;SODA STEREO;ROCK
6271;IMAGENES RETRO;SODA STEREO;ROCK LATINO
6352;NADA PERSONAL;SODA STEREO;ROCK LATINO
6435;SOBREDOSIS DE TV;SODA STEREO;ROCK LATINO
6474;UN MISIL EN EL PLACARD;SODA STEREO;ROCK
860;LAS CALLES DEL VIEJO PARIS;SOLERA;BALADA
3734;NOCHE TRAS NOCHE;SOLERA;BALADA
446;A PURO DOLOR;SON BY FOUR;BALADA
1325;A MOVER LA COLITA;SONORA DINAMITA;CUMBIA
1347;AMOR DE MIS AMORES;SONORA DINAMITA;CUMBIA
4008;COMO UNA PIEDRA EN EL ZAPATO;SONORA DINAMITA;CUMBIA
5367;CAPULLO Y SURULLO;SONORA DINAMITA;CUMBIA
3756;AUNQUE ME CUESTE LA VIDA;SONORA MATANCERA;BOLERO
5617;EL PIO PIO;SONORA PONCE�A;SALSA
1210;QUEDATE;SORAYA;BALADA
2063;SOLO POR TI;SORAYA;BALADA
2072;DE REPENTE;SORAYA;BALADA
2214;COMO SERIA;SORAYA;BALADA
2422;CASI;SORAYA;BALADA
6510;ACCIONES BORRAN PASIONES;SORAYA CORAZON DE MADERA;ROCKOLERA
6519;AGUITA CRISTALINA;SORAYA CORAZON DE MADERA;CUMBIA
6522;AL FIN ME CANSE;SORAYA CORAZON DE MADERA;ROCKOLERA
6555;ASI LO QUISO DIOS;SORAYA CORAZON DE MADERA;TECNOPASEITO
6557;AY AMORCITO;SORAYA CORAZON DE MADERA;TECNOPASEITO
6568;BOQUITA DE CARAMELO;SORAYA CORAZON DE MADERA;TECNOPASEITO
6588;CHAGUA CHAGUITA;SORAYA CORAZON DE MADERA;TRIBAL
6590;CHOLITO TRAICIONERO;SORAYA CORAZON DE MADERA;TECNOPASEITO
6604;COPAS DE AMOR;SORAYA CORAZON DE MADERA;ROCKOLERA
6671;EN UNA CANTINA;SORAYA CORAZON DE MADERA;TRIBAL
6753;LO SIENTO;SORAYA CORAZON DE MADERA;ROCKOLERA
6757;LONGUITA;SORAYA CORAZON DE MADERA;TRIBAL
6791;MI VERDAD SOLO TU;SORAYA CORAZON DE MADERA;TECNOPASEITO
6838;OLVIDALA AMIGO;SORAYA CORAZON DE MADERA;TECNOPASEITO
6855;POQUITO A POCO;SORAYA CORAZON DE MADERA;TECNOPASEITO
6867;QUE CULPA TENGO YO, PAPA;SORAYA CORAZON DE MADERA;ROCKOLERA
6880;SALVAME;SORAYA CORAZON DE MADERA;ROCKOLERA
6927;TAPAME QUE TENGO FRIO;SORAYA CORAZON DE MADERA;TECNOPASEITO
6932;TE QUIERO;SORAYA CORAZON DE MADERA;TECNOPASEITO
7218;VOLVER A MI ECUADOR;SORAYA CORAZON DE MADERA;TECNOPASEITO
7219;AGUITA CRISTALINA;SORAYA CORAZON DE MADERA;TECNOPASEITO
7220;CHAGUA CHAGUITA;SORAYA CORAZON DE MADERA;TRIBAL
7335;BECAUSE I AM STUPID;SS501;K- POP
6577;CAMINO AL CIELO;STAR BAND;NACIONAL
6800;MOSAICO, NACIONAL;STAR BAND,BYRON CAICEDO,ROCK STAR;NACIONAL
3353;AVE MARIA;STEPHANIE SALAS;ROCK LATINO
6569;BORN TO BE WILD;STEPPENWOLF;ROCK & ROLL
4953;ABRACADABRA;STEVE MILLER;BALADA INGLES
5677;JUST FEEL BETTER;STEVEN TYLER & CARLOS SANTANA;BALADA INGLES
610;I JUST CALLED TO SAY I LOVE;STEVIE WONDER;BALADA INGLES
2817;FIELDS OF GOLD;STING;BALADA INGLES
5825;HIJO DE LA LUNA;STRAVAGANZZA;ROCK
2120;BOAT ON THE RIVER;STYX;BALADA INGLES
4938;SANTERIA;SUBLIME;BALADA INGLES
3466;CONFESIONES DE INVIERNO;SUI GENERIS;BALADA
4238;RASGU�A LAS PIEDRAS;SUI GENERIS;BALADA
4782;NECESITO;SUI GENERIS;BALADA
460;CHABON;SULTANES;CUMBIA
2122;BREAKFAST IN AMERICA;SUPERTRAMP;BALADA INGLES
4834;QUIERO QUEDARME EN TI;SUPREMA CORTE;SALSA
4870;ESCOMBROS;SUPREMA CORTE;SALSA
270;THE EYE OF THE TIGER;SURVIVOR;ROCK
6764;LUKA;SUZANNE VEGA;ROCK ALTERNATIVO
7000;YOU MAKE ME FEEL;SYLVESTER;DISCO
5921;LONELY DAY;SYSTEM OF A DOWN;ROCK
4963;BACK FOR GOOD;TAKE THAT;BALADA INGLES
5824;HERIDA DE AMOR;TAMARA;BALADA
5426;MELODIA DE DIOS;TAN BIONICA;POP
6090;PRESENTE;TANGO FEROZ;BALADA
59;DERROCHE DE AMOR;TANIA BELEN;BACHATA
6544;AMOR PRESTADO;TA�ITA CARDONA;TECNOCUMBIA
6545;AMOR PRESTADO REMIX;TA�ITA CARDONA;TECNOCUMBIA
7230;AMOR PRESTADO REMIX;TA�ITA CARDONA;TECNOCUMBIA
6638;DUDU;TARKAN;POP
4636;QUIEN TE PUEDE AMAR;TATIANA;BALADA
5147;WE ARE NEVER EVER GETTIN BACK TOGETHER;TAYLOR SWIFT;POP
7202;ALEJANDRO FERNANDEZ;TE AMARE;BALADA RANCHERA
4190;THE THINGS WE DO FOR LOVE;TEN CC;BALADA INGLES
6042;TE VI CORRER;TENNESSE;ROCK
3798;YO TE EXTRA�ARE;TERCER CIELO;BALADA
3817;ENAMORADOS;TERCER CIELO;POP
3822;INTENTALO;TERCER CIELO;POP
4072;MI ULTIMO DIA;TERCER CIELO;BALADA
4364;EL UNO PARA EL OTRO;TERCER CIELO;BALADA
4416;ENTRE TU Y YO;TERCER CIELO;BALADA
6193;DESDE EL PRINCIPIO;TERCER CIELO;BALADA
6267;HEROE DE MI CORAZON;TERCER CIELO;CRISTIANA
6521;AHORA TENGO MAS;TERCER CIELO;CRISTIANA
6546;AMOR REAL;TERCER CIELO;CRISTIANA
6609;CREERE;TERCER CIELO;CRISTIANA
6683;EXAGERADO AMOR;TERCER CIELO;CRISTIANA
6773;MARIA SABIAS QUE;TERCER CIELO;CRISTIANA
6840;ORAR CONTIGO OTRA VEZ;TERCER CIELO;CRISTIANA
6950;TU AMOR ES UN SUE�O;TERCER CIELO;CRISTIANA
6978;VUELA AGUILA;TERCER CIELO;CRISTIANA
7062;CREERE;TERCER CIELO;BALADA
7063;DESDE EL PRINCIPIO;TERCER CIELO;BALADA
7075;EL UNO PARA EL OTRO;TERCER CIELO;BALADA
7079;ENAMORADOS;TERCER CIELO;POP
7081;EXAGERADO AMOR;TERCER CIELO;BALADA
7086;HERO DE MI CORAZON;TERCER CIELO;BALADA
7088;INTENTALO;TERCER CIELO;POP
7096;MARIA SABIAS QUE;TERCER CIELO;BALADA
7101;MI ULTIMO DIA;TERCER CIELO;BALADA
7107;ORAR CONTIGO OTRA VEZ;TERCER CIELO;BALADA
7129;TU AMOR ES UN SUE�O;TERCER CIELO;BALADA
7143;VUELA AGUILA;TERCER CIELO;BALADA
7149;YO TE EXTRA�ARE;TERCER CIELO;BALADA
7152;AHORA TENGO MAS;TERCER CIELO;BALADA  GOSPEL
7157;AMOR REAL;TERCER CIELO;BALADA  GOSPEL
7168;DESDE EL PRINCIPIO;TERCER CIELO;BALADA  GOSPEL
2189;TARJETITAS;TERCER MUNDO;BALADA
3319;CORAZONES ROTOS;TERCER MUNDO;BALADA
4043;TE AMARE;TERCER MUNDO;BALADA
5167;DIME SI;TERCER MUNDO;BALADA
6893;SI DIJERAS;TERCER MUNDO;BALADA
139;MUJER LATINA;THALIA;RUMBA
785;NO ME ENSE�ASTE;THALIA;BALADA
821;A QUIEN LE IMPORTA;THALIA;POP
1039;PIEL MORENA;THALIA;CUMBIA
1382;AMOR A LA MEXICANA;THALIA;CUMBIA
1523;TU Y YO;THALIA;POP
1530;AMAR SIN SER AMADA;THALIA;POP
1567;ARRASANDO;THALIA;POP
1574;YO SOY CANDELA;THALIA;POP
1587;ROSALINDA;THALIA;CUMBIA
1737;REGRESA A MI;THALIA;POP
1747;MARIA LA DEL BARRIO;THALIA;RUMBA
1748;GRACIAS A DIOS;THALIA;BALADA
1752;ENTRE EL MAR Y UNA ESTRELLA;THALIA;BALADA
1851;SANGRE;THALIA;BALADA
2384;QUINCEA�ERA;THALIA;BALADA
3872;EQUIVOCADA;THALIA;BALADA
4252;ACCION Y REACCION;THALIA;POP
4308;CERCA DE TI;THALIA;BALADA
4392;UN ALMA SENTENCIADA;THALIA;BALADA
4408;COSIENDOME EL CORAZON;THALIA;BALADA
4936;QUE SERA DE TI;THALIA;BALADA
5128;MANIAS;THALIA;BALADA
6087;PIENSO EN TI;THALIA;BALADA
6097;SUDOR;THALIA;POP
6123;AMORE MIO;THALIA;BALADA
6252;FUEGO CRUZADO;THALIA;BALADA
6385;POR LO QUE RESTE DE VIDA;THALIA;BALADA
6989;YA LO SABIA;THALIA;BALADA
7280;EL PROXIMO VIERNES;THALIA;BALADA
7284;YA LO SABIA;THALIA;BALADA
2736;NO NO NO;THALIA & AVENTURA;BACHATA
5815;DIME SI AHORA;THALIA & GILBERTO SANTA ROSA;SALSA
4358;CON LA DUDA;THALIA & JOAN SEBASTIAN;BALADA
6627;DESDE ESA NOCHE;THALIA & MALUMA;REGGAETON
5339;TE PERDISTE MI AMOR;THALIA & PRINCE ROYCE;BACHATA
7310;DESDE ESA NOCHE;THALIA Y MALUMA;BALADA
4069;LOVE ME TWO TIMES;THE  DOORS;ROCK
3492;SE ME FUE MI VIDA;THE BARRIO BOYS & RIKARENA;MERENGUE
5;LET IT BE;THE BEATLES;BALADA INGLES
275;YESTERDAY;THE BEATLES;BALADA INGLES
2818;GET BACK;THE BEATLES;ROCK
5853;A HARD DAY'S NIGHT;THE BEATLES;BALADA INGLES
5888;LOVE ME DO;THE BEATLES;BALADA INGLES
6254;GIRL;THE BEATLES;BALADA INGLES
6579;CAN'T BUY ME LOVE;THE BEATLES;ROCK N' ROLL
6704;HERE COMES THE SUN;THE BEATLES;SOFT ROCK
6709;I SHOULD HAVE KNOW BETTER;THE BEATLES;ROCK
2955;AND I LOVE HER;THE BEATTLES;BALADA INGLES
4474;HEY JUDE;THE BEATTLES;BALADA INGLES
4370;LOVE ME;THE CARDIGANS;BALADA INGLES
4605;CLOSE TO YOU;THE CARPENTERS;BALADA INGLES
3399;WORDS;THE CHRISTIANS;BALADA INGLES
6891;SHOULD I STAY OR SHOULD I GO NOW;THE CLASH;ROCK
3408;BREAK ON THROUGH;THE DOORS;ROCK
3967;HELLO I LOVE YOU;THE DOORS;ROCK
4123;LOVE HER MADLY;THE DOORS;ROCK
4128;PEOPLE ARE STRANGE;THE DOORS;ROCK
4193;TOUCH ME;THE DOORS;ROCK
4476;L. A. WOMAN;THE DOORS;ROCK
4479;LIGHT MY FIRE;THE DOORS;ROCK
11;HOTEL CALIFORNIA;THE EAGLES;BALADA INGLES
4675;I CAN'T TELL YOU WHY;THE EAGLES;BALADA INGLES
650;SOLO TU ME HACES FELIZ;THE FEAVERS;BALADA
298;TORMENTA;THE LATIN BROTHERS;SALSA
4867;DIME QUE PASO;THE LATIN BROTHERS;SALSA
4891;SOBRE LAS OLAS;THE LATIN BROTHERS;SALSA
4911;BUSCANDOTE;THE LATIN BROTHERS;SALSA
6712;I'M A BELIEVER;THE MONKEES;POP
6940;THE KIDS AREN'T ALRIGHT;THE OFFSPRING;PUNK
2061;EVERY BREATH YOU TAKE;THE POLICE;ROCK INGLES
2657;DE DO DO DO DE DA DA DA;THE POLICE;ROCK
2837;ROXANNE;THE POLICE;ROCK
2899;WALKING ON THE MOON;THE POLICE;ROCK
6713;I'M GONNA BE (500 MILES);THE PROCLAIMERS;ROCK ALTERNATIVO
6925;SYMPATHY FOR THE DEVIL;THE ROLLING STONES;ROCK
1012;MAS DE LO QUE TE IMAGINAS;THE SACADOS;ROCK LATINO
6589;CHASING THE SUN;THE WANTED;ELECTRO DANCE
6210;EARNED IT;THE WEEKND;BALADA INGLES
186;CARAPICHO;TIC TIC TAC;SAMBA
411;VIDA DE MI VIDA;TIERRA CANELA;CUMBIA
423;ESCRIBEME;TIERRA CANELA;CUMBIA
424;TU RECUERDO;TIERRA CANELA;CUMBIA
534;LA CARTA;TIERRA CANELA;CUMBIA
1016;TODO LO TUVE CONTIGO;TIERRA CANELA;CUMBIA
1057;MI JOVEN PROFESOR DE AMOR;TIERRA CANELA;CUMBIA
611;CON TODOS MENOS CONMIGO;TIMBIRICHE;BALADA
3553;BESOS DE CENIZA;TIMBIRICHE;POP
3554;CORRO VUELO ME ACELERO;TIMBIRICHE;POP
3596;TU Y YO SOMOS UNO MISMO;TIMBIRICHE;POP
3695;SOY UN DESASTRE;TIMBIRICHE;POP
4073;MU�ECOS DE PAPEL;TIMBIRICHE;POP
6367;NO SE SI ES AMOR;TIMBIRICHE;POP
6424;SI NO ES AHORA;TIMBIRICHE;POP
649;COMO PODER LLEGAR A TI;TIRSO GOMEZ;BALADA
6214;EL ENAMORADO;TITANES DE DURANGO;CORRIDO
6513;ADICTO A TUS REDES;TITO & DADDY;REGGAETON
3766;EL AMOR;TITO EL BAMBINO;MERENGUE
4090;TE PIDO PERDON;TITO EL BAMBINO;MERENGUE
4514;EL TRA;TITO EL BAMBINO;REGGAETON
4522;LLUEVE EL AMOR;TITO EL BAMBINO;MERENGUE
5214;POR QUE LES MIENTES;TITO EL BAMBINO & MARC ANTHONY;REGGAETON
5104;AMOR DE PAPEL;TITO GOMEZ;SALSA
5208;PAGINA DE AMOR;TITO GOMEZ;SALSA
5165;DEJALA;TITO GOMEZ & TITO ROJAS;SALSA
1792;SE�ORA LEY;TITO NIEVES;SALSA
4162;FABRICANDO FANTASIAS;TITO NIEVES;SALSA
1846;QUE MAS QUIERES TU DE MI;TITO ROJAS;SALSA
4564;ELLA SE HIZO DESEO;TITO ROJAS;SALSA
5418;LLORO;TITO ROJAS;SALSA
1211;TARDES NEGRAS;TIZIANO FERRO;BALADA
2405;ALUCINADO;TIZIANO FERRO;BALADA
3339;TE TOMARE UNA FOTO;TIZIANO FERRO;BALADA
3448;Y ESTABA CONTENTISIMO;TIZIANO FERRO;POP
5751;A MI EDAD;TIZIANO FERRO;BALADA
5766;EL AMOR ES UNA COSA SIMPLE;TIZIANO FERRO;BALADA
3664;EL REGALO MAS GRANDE;TIZIANO FERRO & ANAHI & DULCE;BALADA
3283;MI CREDO;TIZIANO FERRO & PEPE AGUILAR;BALADA
1833;NO ME LO PUEDO EXPLICAR;TIZZIANO FERRO;BALADA
4023;LLORRAR LLOVIENDO;TOBY LOVE & AVENTURA;BACHATA
3986;NUNCA IMAGINE;TOMMY TORRES;BALADA
4188;TARDE O TEMPRANO;TOMMY TORRES;BALADA
6401;QUERIDO TOMMY;TOMMY TORRES;BALADA
5916;IMPARABLE;TOMMY TORRES & JESSE & JOY;BALADA
5897;SIN TI;TOMMY TORRES & NELLY FURTADO;BALADA
2577;REGRESA A MI;TONI BRAXTON;BALADA
2594;UN BREAK MY HEART;TONY BRAXTON;BALADA INGLES
2862;EL A�O VIEJO;TONY CAMARGO;CUMBIA
4058;EL DOCTORADO;TONY DIZE;MERENGUE
5730;MI MAYOR ATRACCION;TONY DIZE;REGGAETON
6394;PROMETO OLVIDARTE;TONY DIZE;POP
4444;UNA SENCILLA CANCION DE AMOR;TONY LANDA;BALADA
4559;DEJARE LA LLAVE EN MI PUERTA;TONY RONALD;BALADA
4720;HELP AYUDAME;TONY RONALD;BALADA
6995;YA TE OLVIDE;TONY ROSADO;CUMBIA
1750;ESA MUJER;TONY VEGA;SALSA
5388;ELLA ES;TONY VEGA;SALSA
5580;LO MIO ES AMOR;TONY VEGA;SALSA
6550;APARENTEMENTE;TONY VEGA;SALSA
5501;ACUARELA;TOQUINHO;BALADA
208;TODO TERMINO;TORMENTA;BALADA
234;LOS DIAS DE AYER;TORMENTA;BALADA
242;ADOLESCENTE TIERNO;TORMENTA;BALADA
324;SI FUERA COMO AYER;TORMENTA;BALADA
382;BRINDO POR TI Y POR MI;TORMENTA;BALADA
387;LAGRIMAS POR TU RECUERDO;TORMENTA;BALADA
415;POR ESTE AMOR;TORMENTA;BALADA
432;PROMESAS SON PROMESAS;TORMENTA;BALADA
760;NO LLORES VIDA;TORMENTA;BALADA
766;PERDONAME;TORMENTA;BALADA
886;HAY UN SENTIMIENTO;TORMENTA;BALADA
1095;UNA CARTA A LA DISTANCIA;TORMENTA;BALADA
1096;PORQUE SE PARECE A MI;TORMENTA;BALADA
1256;ADIOS CHICO DE MI BARRIO;TORMENTA;BALADA
1265;POR FAVOR ME SIENTO SOLA;TORMENTA;BALADA
1350;COMO UNA CHICA Y UN MUCHACHO;TORMENTA;BALADA
2822;MAGICA LUNA;TORMENTA;BALADA
4839;SOLO TU;TOTO COTUGNO;BALADA
5017;ENAMORADOS;TOTO COTUGNO;BALADA
3328;ITALIANO VERO;TOTO CUTUGNIO;BALADA
79;AFRICA;TOTTO;BALADA INGLES
1838;BABY CAN I HOLD;TRACY CHAPMAN;BALADA INGLES
6686;FAST CAR;TRACY CHAPMAN;BALADA INGLES
4420;HEY SOUL SISTER;TRAIN;POP
819;MORI;TRANZAS;BALADA
2520;DEBES BUSCARTE UN NUEVO AMOR;TRANZAS;BALADA
2613;DILE;TRANZAS;BALADA
3304;ALGUIEN;TRANZAS;BALADA
3471;DIME SI RECUERDAS;TRANZAS;BALADA
3684;PARTE DE TI;TRANZAS;BALADA
6418;SEGUIR DE PIE;TRANZAS;BALADA
897;TE QUIERO PARA MI;TRIGO LIMPIO;BALADA
1575;AMBATO TIERRA DE FLORES;TRIO COLONIAL;PASACALLE
3317;CORAZON LOCO;TRIO LOS ANTARES;BOLERO
236;TRIUNFAMOS;TRIO MARTINO;BOLERO
1019;NOCHES DE BOCA GRANDE;TRIO MARTINO;BOLERO
1048;EL PRENDEDOR;TRIO MARTINO;BOLERO
3384;SERA VARON SERA MUJER;TRIO SAN JAVIER;BALADA
6934;TE QUISE PERO ME ARREPIENTO;TROCHA ANGOSTA;BALADA
7217;TE QUISE PERO ME ARREPIENTO;TROCHA ANGOSTA;BALADA
5060;DESDE QUE TE FUISTE;TUPAY;FOLKLORICA
5081;NUNCA TUVE SUERTE EN EL AMOR;TUPAY;FOLKLORICA
5091;SOY CAPORAL;TUPAY;FOLKLORICA
4650;VIAJANDO EN LA INTIMIDAD;TUSH;BALADA
3447;WITH OR WITHOUT YOU;U2;BALADA INGLES
6376;ONE;U2;BALADA INGLES
459;TE AMO;UMBERTI TOZZI;BALADA
321;A DONDE VAS;UMBRAL;BALADA
1973;SOLO SUE�OS;UYARI;FOLCKLORICA
2049;AUNQUE MAL PAGUEN ELLAS;V. FERNANDEZ & R. CARLOS;RANCHERA
1304;MI CORAZON LLORO;VALERIANO-GABY;BALADA
6723;JUMP;VAN HALEN;ROCK
6098;TE VOY A AMAR;VAN MOZART;BALADA
6710;ICE ICE BABY;VANILLA ICE;HIP HOP
3507;AQUI ESTOY YO;VARIOS;BALADA
3515;EN LA INMENSIDAD;VERDE 70;BALADA
6274;IRREMEDIABLEMENTE TARDE;VERDE 70;BALADA
6336;ME TIENES ME PUEDES ME DUELES;VERDE 70;ROCK LATINO
2547;LAS BRAGAS;VERONICA OROZCO;POP
19;MUJERES DIVINAS;VICENTE FERNANDEZ;RANCHERA
99;EL REY;VICENTE FERNANDEZ;RANCHERA
100;LA LEY DEL MONTE;VICENTE FERNANDEZ;RANCHERA
110;VOLVER, VOLVER;VICENTE FERNANDEZ;RANCHERA
191;LASTIMA QUE SEAS AJENA;VICENTE FERNANDEZ;RANCHERA
251;NO ME SE RAJAR;VICENTE FERNANDEZ;RANCHERA
314;ME VOY A QUITAR DE EN MEDIO;VICENTE FERNANDEZ;RANCHERA
465;EL TAUR;VICENTE FERNANDEZ;RANCHERA
487;SUBLIME MUJER;VICENTE FERNANDEZ;RANCHERA
892;POR TU MALDITO AMOR;VICENTE FERNANDEZ;RANCHERA
1144;MATALAS;VICENTE FERNANDEZ;RANCHERA
1253;PERDON;VICENTE FERNANDEZ;RANCHERA
1254;CUANDO YO QUERIA SER GRANDE;VICENTE FERNANDEZ;RANCHERA
1255;BOHEMIO DE AFICION;VICENTE FERNANDEZ;RANCHERA
1264;AUNQUE ME DUELA EL ALMA;VICENTE FERNANDEZ;RANCHERA
1274;ENTRE EL AMOR Y YO;VICENTE FERNANDEZ;RANCHERA
1275;EL HIJO DEL PUEBLO;VICENTE FERNANDEZ;RANCHERA
1568;DE QUE TE QUIERO TE QUIERO;VICENTE FERNANDEZ;RANCHERA
1641;A MI MANERA;VICENTE FERNANDEZ;RANCHERA
1695;QUE DE RARO TIENE;VICENTE FERNANDEZ;RANCHERA
1860;NI CON LA VIDA TE PAGO;VICENTE FERNANDEZ;RANCHERA
1861;NOS ESTORBO LA ROPA;VICENTE FERNANDEZ;RANCHERA
1868;SE�ORA DE TAL;VICENTE FERNANDEZ;RANCHERA
1882;QUE TE VAYA BONITO;VICENTE FERNANDEZ;RANCHERA
2073;ACA ENTRE NOS;VICENTE FERNANDEZ;RANCHERA
2074;LAS LLAVES DE MI ALMA;VICENTE FERNANDEZ;RANCHERA
2091;EL AYUDANTE;VICENTE FERNANDEZ;RANCHERA
2121;BORRACHO TE RECUERDO;VICENTE FERNANDEZ;RANCHERA
2174;PARA QUE NO TE VAYAS;VICENTE FERNANDEZ;RANCHERA
2305;AQUI EL QUE MANDA SOY YO;VICENTE FERNANDEZ;RANCHERA
2313;CONOCI A TU ESPOSO;VICENTE FERNANDEZ;RANCHERA
2317;EL CUATRERO;VICENTE FERNANDEZ;RANCHERA
2321;EL REMEDIO;VICENTE FERNANDEZ;RANCHERA
2347;LA TIENDA;VICENTE FERNANDEZ;RANCHERA
2352;LO QUIERO TODO;VICENTE FERNANDEZ;RANCHERA
2354;LOS MANDADOS;VICENTE FERNANDEZ;RANCHERA
2366;MI VEJEZ;VICENTE FERNANDEZ;RANCHERA
2375;PALOMA ERRANTE;VICENTE FERNANDEZ;RANCHERA
2383;QUIERES QUE TE RUEGUE;VICENTE FERNANDEZ;RANCHERA
2400;UNA NOCHE COMO ESTA;VICENTE FERNANDEZ;RANCHERA
2453;LA MISMA;VICENTE FERNANDEZ;RANCHERA
2519;CRUZ DE OLVIDO;VICENTE FERNANDEZ;RANCHERA
2527;EL JALICIENSE;VICENTE FERNANDEZ;RANCHERA
2539;HERMOSO CARI�O;VICENTE FERNANDEZ;RANCHERA
2546;LAS BOTAS DEL CHARRO;VICENTE FERNANDEZ;RANCHERA
2639;MISERIA;VICENTE FERNANDEZ;RANCHERA
2659;LA LEY DE LA VIDA;VICENTE FERNANDEZ;RANCHERA
2747;TU CAMINO Y EL MIO;VICENTE FERNANDEZ;RANCHERA
2755;CON EL FAVOR DE DIOS;VICENTE FERNANDEZ;RANCHERA
2788;SI ACASO VUELVES;VICENTE FERNANDEZ;RANCHERA
2800;YO QUIERO SER;VICENTE FERNANDEZ;RANCHERA
2827;MIRARON LLORAR UN HOMBRE;VICENTE FERNANDEZ;RANCHERA
2839;SI TE VAS NO HAY LIO;VICENTE FERNANDEZ;CORRIDO
2858;CONDENADO;VICENTE FERNANDEZ;RANCHERA
2863;EL DERROTADO;VICENTE FERNANDEZ;RANCHERA
2880;NI EN DEFENSA PROPIA;VICENTE FERNANDEZ;RANCHERA
2913;EL CABALLO BLANCO;VICENTE FERNANDEZ;RANCHERA
2921;JUAN CHARRASQUEADO;VICENTE FERNANDEZ;CORRIDO
2937;PALOMA HERIDA;VICENTE FERNANDEZ;RANCHERA
3024;ME CASO EL SABADO;VICENTE FERNANDEZ;RANCHERA
